_id	name	type	category	subcategory	derived_type	guessed_type
68109e5ececd66abf4728050	CARBO – 1000G - OSTROVIT		PRISE DE MASSE	Carbohydrates	Powder	Powder
68109e5ececd66abf4728051	100% WHEY PROTEIN 2KG - OSTROVIT		PROTÉINES	Protéine Whey	Powder	Powder
68109e5ececd66abf4728052	KOLAGEN+ 60 CAPS  REAL PHARM		PROTÉINES	Protéines pour cheveux	Powder	Capsule
68109e5ececd66abf4728053	ISO SENSATION 93 – 2.27KG		PROTÉINES	Isolat de Whey	Powder	Powder
68109e5ececd66abf4728054	disque olympique 2 5 kg		ÉQUIPEMENTS ET ACCESSOIRES SPORTIFS	Matériel de musculation	Accessory	Powder
68109e5ececd66abf4728055	disque olympique 5 kg		ÉQUIPEMENTS ET ACCESSOIRES SPORTIFS	Matériel de musculation	Accessory	Powder
68109e5ececd66abf4728056	disque olympique 15 kg		ÉQUIPEMENTS ET ACCESSOIRES SPORTIFS	Matériel de musculation	Accessory	Powder
68109e5ececd66abf4728057	barre olympique 2.2 cm		ÉQUIPEMENTS ET ACCESSOIRES SPORTIFS	Matériel de musculation	Accessory	
68109e5ececd66abf4728058	disque olympique 10 kg		ÉQUIPEMENTS ET ACCESSOIRES SPORTIFS	Matériel de musculation	Accessory	Powder
68109e5ececd66abf4728059	disque olympique 25 kg		ÉQUIPEMENTS ET ACCESSOIRES SPORTIFS	Matériel de musculation	Accessory	Powder
68109e5ececd66abf472805a	SHOW TIME V3.0 – 360G		COMPLÉMENTS D'ENTRAÎNEMENT	Pré-workout	Powder	Powder
68109e5ececd66abf472805b	BCAA PLUS – 400G		COMPLÉMENTS ALIMENTAIRES	Bcaa	Powder	Powder
68109e5ececd66abf472805c	AAKG PLUS – 120CAPS		COMPLÉMENTS ALIMENTAIRES	L-arginine		Capsule
68109e5ececd66abf472805d	ISOTONIC SPORT 400G		COMPLÉMENTS D'ENTRAÎNEMENT	Pendant l'entraînement	Powder	Powder
68109e5ececd66abf472805e	100% CREATINE MONOHYDRATE 300G - BIOTECH USA		COMPLÉMENTS ALIMENTAIRES	Créatine	Powder	Powder
68109e5ececd66abf472805f	CREATINE REAL PHARM | 300G		COMPLÉMENTS ALIMENTAIRES	Créatine	Powder	Powder
68109e5ececd66abf4728060	MEGA OMEGA 3 90 CAPS - BIOTECH		COMPLÉMENTS ALIMENTAIRES	Omega 3	Capsule	Capsule
68109e5ececd66abf4728061	ZMA  -  BIOTECH USA		COMPLÉMENTS ALIMENTAIRES	ZMA	Capsule	
68109e5ececd66abf4728062	MULTIVITAMIN FOR MEN 60 TABLETS - BIOTECH USA		COMPLÉMENTS ALIMENTAIRES	Vitamines	Capsule	Tablet
68109e5ececd66abf4728063	PURE WHEY IHS – 2KG		PROTÉINES	Protéine Whey	Powder	Powder
68109e5ececd66abf4728064	ISO SENSATION 93 – 910G		PROTÉINES	Isolat de Whey	Powder	Powder
68109e5ececd66abf4728065	One - A - Day - BIOTECH USA		COMPLÉMENTS ALIMENTAIRES	Vitamines	Capsule	
68109e5ececd66abf4728066	ASHWAGANDHA - 60 GÉLULES | BIOTECH USA		COMPLÉMENTS ALIMENTAIRES	Ashwagandha	Capsule	Capsule
68109e5ececd66abf4728067	TRIBULUS MAXIMUS  90TABS - BIOTECH USA		COMPLÉMENTS ALIMENTAIRES	Tribulus	Capsule	Tablet
68109e5ececd66abf4728068	TRIBULUS 60CAPS - REAL PHARM		COMPLÉMENTS ALIMENTAIRES	Tribulus	Capsule	Capsule
68109e5ececd66abf4728069	LIPO 6 BLACK ULTRA CONCENTRATE – 60CAPS		PERTE DE POIDS	Fat Burner	Capsule	Capsule
68109e5ececd66abf472806a	ANABOLIC L-CARNITINE 3000 MG - 500 ml		PERTE DE POIDS	L-Carnitine		
68109e5ececd66abf472806b	GOLD L-ARGININE 1000 120 tablets		COMPLÉMENTS ALIMENTAIRES	L-arginine		Tablet
68109e5ececd66abf472806c	PSYCHOTIC  PRE-WORKOUT		COMPLÉMENTS D'ENTRAÎNEMENT	Pré-workout	Powder	
68109e5ececd66abf472806d	ZINC + CHELATE - BIOTECH USA		COMPLÉMENTS ALIMENTAIRES	Zinc		
68109e5ececd66abf472806e	GSN - PURE WHEY | 2kg		PROTÉINES	Protéine Whey	Powder	Powder
68109e5ececd66abf472806f	GSN - CREATINE MONOHYDRATE | 200g		COMPLÉMENTS ALIMENTAIRES	Créatine	Powder	Powder
68109e5ececd66abf4728070	GSN - BIG MASS GAINER | 3KG		PRISE DE MASSE	Gainers Haute Énergie	Powder	Powder
68109e5ececd66abf4728071	GSN - ISOLATE PRO | 2KG		PROTÉINES	Isolat de Whey	Powder	Powder
68109e5ececd66abf4728072	GSN - NITRO WHEY | 2kg		PROTÉINES	Protéine Whey	Powder	Powder
68109e5ececd66abf4728073	GSN - CREATINE MONOHYDRATE | 500g		COMPLÉMENTS ALIMENTAIRES	Créatine	Powder	Powder
68109e5ececd66abf4728074	L-CARNITINE IHS – 90CAPS		PERTE DE POIDS	L-Carnitine		Capsule
68109e5ececd66abf4728075	NITRO TECH RIPPED – 1.8 KG MUSCLETECH		PROTÉINES	Protéine Whey	Powder	Powder
68109e5ececd66abf4728076	ZMA – 60 Capsules HX NUTRITION		COMPLÉMENTS ALIMENTAIRES	ZMA	Capsule	Capsule
68109e5ececd66abf4728077	TRIBULUS 90 CAPS - HX NUTRITION		COMPLÉMENTS ALIMENTAIRES	Tribulus	Capsule	Capsule
68109e5ececd66abf4728078	BOUTEILLE D'EAU 1.8 LITRES		ÉQUIPEMENTS ET ACCESSOIRES SPORTIFS	Shakers et Bouteilles Sportives	Accessory	Accessory
68109e5ececd66abf4728079	PROTEIN SHAKER - 450ML - SPORT LIFE		ÉQUIPEMENTS ET ACCESSOIRES SPORTIFS	Shakers et Bouteilles Sportives	Accessory	Accessory
68109e5ececd66abf472807a	BOUTEILLE EN PLASTIQUE 600ML SPORTLIFE		ÉQUIPEMENTS ET ACCESSOIRES SPORTIFS	Shakers et Bouteilles Sportives	Accessory	Accessory
68109e5ececd66abf472807b	COMPACT WHEY GOLD PROTEIN 1KG		PROTÉINES	Protéine Whey	Powder	Powder
68109e5ececd66abf472807c	COMPACT WHEY GOLD PROTEIN 2KG		PROTÉINES	Protéine Whey	Powder	Powder
68109e5ececd66abf472807d	COMPACT WHEY ISOLATE 1.8KG		PROTÉINES	Isolat de Whey	Powder	Powder
68109e5ececd66abf472807e	CITRULLINE MALATE 210G OSTROVIT		COMPLÉMENTS ALIMENTAIRES	Citrulline	Powder	Powder
68109e5ececd66abf472807f	ZMA ADVANCED 60CAPS OSTROVIT		COMPLÉMENTS ALIMENTAIRES	ZMA	Capsule	Capsule
68109e5ececd66abf4728080	SHAKER HX NUTRITION – 700ML		ÉQUIPEMENTS ET ACCESSOIRES SPORTIFS	Shakers et Bouteilles Sportives	Accessory	Accessory
68109e5ececd66abf4728081	SHAKER UNIVERSAL NUTRITION – 700ML		ÉQUIPEMENTS ET ACCESSOIRES SPORTIFS	Shakers et Bouteilles Sportives	Accessory	Accessory
68109e5ececd66abf4728082	BIG RAMY LABS - BIG WHEY 2KG		PROTÉINES	Protéine Whey	Powder	Powder
68109e5ececd66abf4728083	BIG RAMY LABS - ISO BIG 2KG		PROTÉINES	Isolat de Whey	Powder	Powder
68109e5ececd66abf4728084	BIG RAMY LABS - CREATINE 300G		COMPLÉMENTS ALIMENTAIRES	Créatine	Powder	Powder
68109e5ececd66abf4728085	BIG RAMY LABS - BCAA 300G		COMPLÉMENTS ALIMENTAIRES	Bcaa	Powder	Powder
68109e5ececd66abf4728086	BIG RAMY LABS - BEEF MASS GAINER 4.9KG		PRISE DE MASSE	Gainers Haute Énergie	Powder	Powder
68109e5ececd66abf4728087	MR X IGF-1 ANABOLIC MASS		PRISE DE MASSE	Gainers Riches en Protéines	Powder	Gainer
68109e5ececd66abf4728088	CARBOX 1KG - BioTechUSA		PRISE DE MASSE	Carbohydrates	Powder	Powder
68109e5ececd66abf4728089	BOOGIEMAN 300 G - TREC NUTRITION		COMPLÉMENTS D'ENTRAÎNEMENT	Pré-workout	Powder	Powder
68109e5ececd66abf472808a	ISO PLUS  700 G - Olimp Sport Nutrition		COMPLÉMENTS D'ENTRAÎNEMENT	Pendant l'entraînement	Powder	Powder
68109e5ececd66abf472808b	BCAA + GLUTAMINE 500G - QUAMTRAX		COMPLÉMENTS ALIMENTAIRES	Bcaa	Powder	Powder
68109e5ececd66abf472808c	BCAA ZERO 360G - BIOTECH USA		COMPLÉMENTS ALIMENTAIRES	Bcaa	Powder	Powder
68109e5ececd66abf472808d	L-ARGININE 300G - BIOTECH USA		COMPLÉMENTS ALIMENTAIRES	L-arginine		Powder
68109e5ececd66abf472808e	BCAA ULTRA SPEED - TREC NUTRITION		COMPLÉMENTS ALIMENTAIRES	Bcaa	Powder	
68109e5ececd66abf472808f	ISO WHEY IHS – 2KG		PROTÉINES	Isolat de Whey	Powder	Powder
68109e5ececd66abf4728090	ANABOLIC CREATINE 300G - KEVIN LEVRONE		COMPLÉMENTS ALIMENTAIRES	Créatine	Powder	Powder
68109e5ececd66abf4728091	PREMIUM WHEY GOLD 2KG -  VICTOR MARTINEZ		PROTÉINES	Protéine Whey	Powder	Powder
68109e5ececd66abf4728092	PREMIUM V-BULK 5,5KG - VICTOR MARTINEZ		PRISE DE MASSE	Gainers Riches en Protéines	Powder	Powder
68109e5ececd66abf4728093	100% WHEY PROTEIN – 2.27KG - CHALLENGER NUTRITION		PROTÉINES	Protéine Whey	Powder	Powder
68109e5ececd66abf4728094	THUNDER GAINER 5.4KG - CHALLENGER NUTRITION		PRISE DE MASSE	Gainers Riches en Protéines	Powder	Powder
68109e5ececd66abf4728095	GSN - BIG MASS GAINER | 6KG		PRISE DE MASSE	Gainers Riches en Protéines	Powder	Powder
68109e5ececd66abf4728096	TST + GH - BioTech USA		COMPLÉMENTS ALIMENTAIRES	Boosters Hormonaux		
68109e5ececd66abf4728097	VITAMIN FORTE 120 CAPS  - OSTROVIT		COMPLÉMENTS ALIMENTAIRES	Vitamines	Capsule	Capsule
68109e5ececd66abf4728098	GLUTAMINE 300G OSTROVIT		COMPLÉMENTS ALIMENTAIRES	Glutamine	Powder	Powder
68109e5ececd66abf4728099	MASS GAINER 7KG - WARRIORS		PRISE DE MASSE	Gainers Haute Énergie	Powder	Powder
68109e5ececd66abf472809a	BIOTINE 60 CAPS - REAL PHARM		PROTÉINES	Protéines pour cheveux	Powder	Capsule
68109e5ececd66abf472809b	HYDROXYCUT HARDCORE SUPER ELITE 120 CAPS		PERTE DE POIDS	Fat Burner	Capsule	Capsule
68109e5ececd66abf472809c	VAPOR X5 PRE WORKOUT - MUSCLETECH		COMPLÉMENTS D'ENTRAÎNEMENT	Pré-workout	Powder	
68109e5ececd66abf472809d	PRE WORKOUT ADVANCED 420G GOLD STANDARD		COMPLÉMENTS D'ENTRAÎNEMENT	Pré-workout	Powder	Powder
68109e5ececd66abf472809e	WHEY PRO WARRIORS | 2KG		PROTÉINES	Protéine Whey	Powder	Powder
68109e5ececd66abf472809f	TEST HD ÉLITE 120 CAPS		COMPLÉMENTS ALIMENTAIRES	Boosters Hormonaux		Capsule
68109e5ececd66abf4727f66	Multi Vit+ 120 Caps - Scenit Nutrition					Capsule
68109e5ececd66abf4727f69	PLATINUM MULTIVITAMIN – 90 TABS					Tablet
68109e5ececd66abf4727f6b	T 9 TESTO BOOSTER 120 CAPS					Capsule
